indicator,year,name,category,group,value
not_anxious,2018,west_haven,Race/Ethnicity,Not white,0.8080808080808082
not_anxious,2018,west_haven,Education,High school or less,0.85
not_anxious,2018,west_haven,Education,Some college or Associate's,0.8
not_anxious,2018,west_haven,Education,Bachelor's or higher,0.8484848484848485
not_anxious,2018,west_haven,Income,$75K+,0.82
not_anxious,2018,west_haven,Income,<$75K,0.8282828282828284
not_anxious,2018,west_haven,With children,No children,0.83
not_anxious,2018,west_haven,With children,Children in household,0.8383838383838385
mostly_happy,2018,5ct,Wealthy,Wealthy,0.7373737373737373
mostly_happy,2018,5ct,Suburban,Suburban,0.74
mostly_happy,2018,5ct,Rural,Rural,0.6868686868686869
mostly_happy,2018,5ct,Urban Periphery,Urban Periphery,0.6868686868686869
mostly_happy,2018,5ct,Urban Core,Urban Core,0.6060606060606062
mostly_happy,2018,bridgeport,Total,Total,0.6060606060606061
mostly_happy,2018,bridgeport,Gender,Male,0.6161616161616161
mostly_happy,2018,bridgeport,Gender,Female,0.595959595959596
mostly_happy,2018,bridgeport,Age,Ages 18-34,0.5900000000000001
mostly_happy,2018,bridgeport,Age,Ages 35-49,0.5700000000000001
mostly_happy,2018,bridgeport,Age,Ages 50-64,0.62
mostly_happy,2018,bridgeport,Age,Ages 65+,0.6736842105263159
mostly_happy,2018,bridgeport,Race/Ethnicity,White,0.595959595959596
mostly_happy,2018,bridgeport,Race/Ethnicity,Black,0.6161616161616161
mostly_happy,2018,bridgeport,Race/Ethnicity,Latino,0.5700000000000001
mostly_happy,2018,bridgeport,Education,High school or less,0.5757575757575758
mostly_happy,2018,bridgeport,Education,Some college or Associate's,0.5918367346938777
mostly_happy,2018,bridgeport,Education,Bachelor's or higher,0.66
mostly_happy,2018,bridgeport,Income,<$30K,0.5252525252525253
mostly_happy,2018,bridgeport,Income,$30K-$75K,0.62
mostly_happy,2018,bridgeport,Income,$75K+,0.6599999999999999
mostly_happy,2018,bridgeport,With children,No children,0.6224489795918368
mostly_happy,2018,bridgeport,With children,Children in household,0.5900000000000001
mostly_happy,2018,bristol,Total,Total,0.7
mostly_happy,2018,bristol,Gender,Male,0.74
mostly_happy,2018,bristol,Gender,Female,0.64
mostly_happy,2018,bristol,Age,Under age 55,0.66
mostly_happy,2018,bristol,Age,Age 55 or older,0.73
mostly_happy,2018,bristol,Education,Bachelor's or higher,0.72
mostly_happy,2018,bristol,Education,Some college or less,0.6799999999999999
mostly_happy,2018,bristol,Income,$75K+,0.8400000000000001
mostly_happy,2018,bristol,Income,<$75K,0.5800000000000001
mostly_happy,2018,bristol,With children,No children,0.6699999999999999
mostly_happy,2018,bristol,With children,Children in household,0.71
mostly_happy,2018,cchd_central_ct_health_district,Total,Total,0.7346938775510204
mostly_happy,2018,cchd_central_ct_health_district,Gender,Male,0.7422680412371134
mostly_happy,2018,cchd_central_ct_health_district,Gender,Female,0.7272727272727273
mostly_happy,2018,cchd_central_ct_health_district,Age,Under age 55,0.7070707070707071
mostly_happy,2018,cchd_central_ct_health_district,Age,Age 55 or older,0.7835051546391752
mostly_happy,2018,cchd_central_ct_health_district,Education,Bachelor's or higher,0.7395833333333334
mostly_happy,2018,cchd_central_ct_health_district,Education,Some college or less,0.73
mostly_happy,2018,cchd_central_ct_health_district,Income,$75K+,0.787878787878788
mostly_happy,2018,cchd_central_ct_health_district,Income,<$75K,0.6354166666666666
mostly_happy,2018,cchd_central_ct_health_district,With children,No children,0.7653061224489796
mostly_happy,2018,cchd_central_ct_health_district,With children,Children in household,0.653061224489796
mostly_happy,2018,chesprocott,Total,Total,0.74
mostly_happy,2018,chesprocott,Gender,Male,0.74
mostly_happy,2018,chesprocott,Gender,Female,0.75
mostly_happy,2018,chesprocott,Age,Under age 55,0.75
mostly_happy,2018,chesprocott,Age,Age 55 or older,0.76
mostly_happy,2018,chesprocott,Education,Bachelor's or higher,0.74
mostly_happy,2018,chesprocott,Education,Some college or less,0.76
mostly_happy,2018,chesprocott,Income,$75K+,0.83
mostly_happy,2018,chesprocott,Income,<$75K,0.6464646464646465
mostly_happy,2018,chesprocott,With children,No children,0.72
mostly_happy,2018,chesprocott,With children,Children in household,0.77
mostly_happy,2018,connecticut,Total,Total,0.6969696969696969
mostly_happy,2018,connecticut,Gender,Male,0.6868686868686869
mostly_happy,2018,connecticut,Gender,Female,0.68
mostly_happy,2018,connecticut,Age,Ages 18-34,0.62
mostly_happy,2018,connecticut,Age,Ages 35-49,0.6799999999999999
mostly_happy,2018,connecticut,Age,Ages 50-64,0.7
mostly_happy,2018,connecticut,Age,Ages 65+,0.7653061224489796
mostly_happy,2018,connecticut,Race/Ethnicity,White,0.7
mostly_happy,2018,connecticut,Race/Ethnicity,Black,0.6565656565656566
mostly_happy,2018,connecticut,Race/Ethnicity,Latino,0.6000000000000001
mostly_happy,2018,connecticut,Education,High school or less,0.6363636363636364
mostly_happy,2018,connecticut,Education,Some college or Associate's,0.64
mostly_happy,2018,connecticut,Education,Bachelor's or higher,0.7474747474747475
mostly_happy,2018,connecticut,Income,<$15K,0.49
mostly_happy,2018,connecticut,Income,$15K-$30K,0.5656565656565657
mostly_happy,2018,connecticut,Income,$30K-$50K,0.63
mostly_happy,2018,connecticut,Income,$50K-$75K,0.6699999999999999
mostly_happy,2018,connecticut,Income,$75K-$100K,0.73
mostly_happy,2018,connecticut,Income,$100K-$200K,0.77
mostly_happy,2018,connecticut,Income,$200K+,0.8
mostly_happy,2018,connecticut,With children,No children,0.6969696969696969
mostly_happy,2018,connecticut,With children,Children in household,0.69
mostly_happy,2018,danbury,Total,Total,0.7070707070707071
mostly_happy,2018,danbury,Gender,Male,0.6836734693877551
mostly_happy,2018,danbury,Gender,Female,0.7373737373737373
mostly_happy,2018,danbury,Age,Ages 18-34,0.61
mostly_happy,2018,danbury,Age,Ages 35-49,0.7551020408163265
mostly_happy,2018,danbury,Age,Ages 50-64,0.7551020408163265
mostly_happy,2018,danbury,Age,Ages 65+,0.7857142857142857
mostly_happy,2018,danbury,Race/Ethnicity,White,0.7346938775510204
mostly_happy,2018,danbury,Race/Ethnicity,Not white,0.6666666666666667
mostly_happy,2018,danbury,Education,High school or less,0.653061224489796
mostly_happy,2018,danbury,Education,Some college or Associate's,0.69
mostly_happy,2018,danbury,Education,Bachelor's or higher,0.7551020408163265
mostly_happy,2018,danbury,Income,<$30K,0.5858585858585859
mostly_happy,2018,danbury,Income,$30K-$75K,0.69
mostly_happy,2018,danbury,Income,$75K+,0.7373737373737373
mostly_happy,2018,danbury,With children,No children,0.7448979591836735
mostly_happy,2018,danbury,With children,Children in household,0.6767676767676767
mostly_happy,2018,darien,Total,Total,0.7171717171717171
mostly_happy,2018,darien,Gender,Male,0.76
mostly_happy,2018,darien,Gender,Female,0.6767676767676767
mostly_happy,2018,east_hartford,Total,Total,0.67
mostly_happy,2018,east_haven,Total,Total,0.6464646464646465
mostly_happy,2018,east_haven,Gender,Male,0.5816326530612246
mostly_happy,2018,east_haven,Gender,Female,0.69
mostly_happy,2018,east_haven,Age,Under age 55,0.61
mostly_happy,2018,east_haven,Age,Age 55 or older,0.6938775510204082
mostly_happy,2018,east_haven,Education,High school or less,0.5670103092783506
mostly_happy,2018,east_haven,Education,Some college or higher,0.68
mostly_happy,2018,east_haven,Income,$75K+,0.61
mostly_happy,2018,east_haven,Income,<$75K,0.66
mostly_happy,2018,ehhd,Total,Total,0.65
mostly_happy,2018,ehhd,Gender,Male,0.56
mostly_happy,2018,ehhd,Gender,Female,0.7373737373737373
mostly_happy,2018,ehhd,Age,Under age 55,0.59
mostly_happy,2018,ehhd,Age,Age 55 or older,0.7575757575757576
mostly_happy,2018,ehhd,Education,Bachelor's or higher,0.787878787878788
mostly_happy,2018,ehhd,Education,Some college or less,0.5
mostly_happy,2018,ehhd,Income,$75K+,0.686868686868687
mostly_happy,2018,ehhd,Income,<$75K,0.62
mostly_happy,2018,ehhd,With children,No children,0.6767676767676768
mostly_happy,2018,ehhd,With children,Children in household,0.59
mostly_happy,2018,fairfield,Total,Total,0.7676767676767677
mostly_happy,2018,fairfield,Gender,Male,0.77
mostly_happy,2018,fairfield,Gender,Female,0.7575757575757576
mostly_happy,2018,fairfield,Age,Under age 55,0.79
mostly_happy,2018,fairfield,Age,Age 55 or older,0.7171717171717171
mostly_happy,2018,fairfield,Education,Bachelor's or higher,0.81
mostly_happy,2018,fairfield,Education,Some college or less,0.6565656565656566
mostly_happy,2018,fairfield,Income,$75K+,0.8500000000000001
mostly_happy,2018,fairfield,Income,<$75K,0.57
mostly_happy,2018,fairfield,With children,No children,0.73
mostly_happy,2018,fairfield,With children,Children in household,0.8
mostly_happy,2018,fairfield_county,Total,Total,0.7070707070707071
mostly_happy,2018,fairfield_county,Gender,Male,0.6969696969696969
mostly_happy,2018,fairfield_county,Gender,Female,0.71
mostly_happy,2018,fairfield_county,Age,Ages 18-34,0.64
mostly_happy,2018,fairfield_county,Age,Ages 35-49,0.7
mostly_happy,2018,fairfield_county,Age,Ages 50-64,0.73
mostly_happy,2018,fairfield_county,Age,Ages 65+,0.7653061224489796
mostly_happy,2018,fairfield_county,Race/Ethnicity,White,0.72
mostly_happy,2018,fairfield_county,Race/Ethnicity,Black,0.6767676767676767
mostly_happy,2018,fairfield_county,Race/Ethnicity,Latino,0.6262626262626263
mostly_happy,2018,fairfield_county,Education,High school or less,0.6363636363636364
mostly_happy,2018,fairfield_county,Education,Some college or Associate's,0.6699999999999999
mostly_happy,2018,fairfield_county,Education,Bachelor's or higher,0.7474747474747475
mostly_happy,2018,fairfield_county,Income,<$15K,0.5408163265306123
mostly_happy,2018,fairfield_county,Income,$15K-$30K,0.5252525252525253
mostly_happy,2018,fairfield_county,Income,$30K-$50K,0.6599999999999999
mostly_happy,2018,fairfield_county,Income,$50K-$75K,0.68
mostly_happy,2018,fairfield_county,Income,$75K-$100K,0.7373737373737373
mostly_happy,2018,fairfield_county,Income,$100K-$200K,0.75
mostly_happy,2018,fairfield_county,Income,$200K+,0.8300000000000001
mostly_happy,2018,fairfield_county,With children,No children,0.7070707070707071
mostly_happy,2018,fairfield_county,With children,Children in household,0.71
mostly_happy,2018,fcht,Total,Total,0.6938775510204082
mostly_happy,2018,fcht,Gender,Male,0.7395833333333334
mostly_happy,2018,fcht,Gender,Female,0.67
mostly_happy,2018,fcht,Age,Under age 55,0.6804123711340205
mostly_happy,2018,fcht,Age,Age 55 or older,0.7171717171717171
mostly_happy,2018,fcht,Education,Bachelor's or higher,0.7777777777777778
mostly_happy,2018,fcht,Education,Some college or less,0.6185567010309279
mostly_happy,2018,fcht,Income,$75K+,0.8
mostly_happy,2018,fcht,Income,<$75K,0.5800000000000001
mostly_happy,2018,greater_bridgeport,Total,Total,0.6599999999999999
mostly_happy,2018,greater_bridgeport,Gender,Male,0.66
mostly_happy,2018,greater_bridgeport,Gender,Female,0.6599999999999999
mostly_happy,2018,greater_bridgeport,Age,Ages 18-34,0.5900000000000001
mostly_happy,2018,greater_bridgeport,Age,Ages 35-49,0.6799999999999999
mostly_happy,2018,greater_bridgeport,Age,Ages 50-64,0.66
mostly_happy,2018,greater_bridgeport,Age,Ages 65+,0.7525773195876289
mostly_happy,2018,greater_bridgeport,Race/Ethnicity,White,0.6799999999999999
mostly_happy,2018,greater_bridgeport,Race/Ethnicity,Black,0.6565656565656565
mostly_happy,2018,greater_bridgeport,Race/Ethnicity,Latino,0.5800000000000001
mostly_happy,2018,greater_bridgeport,Education,High school or less,0.6000000000000001
mostly_happy,2018,greater_bridgeport,Education,Some college or Associate's,0.6363636363636364
mostly_happy,2018,greater_bridgeport,Education,Bachelor's or higher,0.71
mostly_happy,2018,greater_bridgeport,Income,<$15K,0.5
mostly_happy,2018,greater_bridgeport,Income,$15K-$30K,0.53
mostly_happy,2018,greater_bridgeport,Income,$30K-$50K,0.63
mostly_happy,2018,greater_bridgeport,Income,$50K-$75K,0.69
mostly_happy,2018,greater_bridgeport,Income,$75K-$100K,0.62
mostly_happy,2018,greater_bridgeport,Income,$100K-$200K,0.8200000000000001
mostly_happy,2018,greater_bridgeport,Income,$200K+,0.81
mostly_happy,2018,greater_bridgeport,With children,No children,0.65
mostly_happy,2018,greater_bridgeport,With children,Children in household,0.6699999999999999
mostly_happy,2018,greater_greenwich,Total,Total,0.73
mostly_happy,2018,greater_greenwich,Gender,Male,0.72
mostly_happy,2018,greater_greenwich,Gender,Female,0.7474747474747475
mostly_happy,2018,greater_greenwich,Age,Ages 18-34,0.73
mostly_happy,2018,greater_greenwich,Age,Ages 35-49,0.69
mostly_happy,2018,greater_greenwich,Age,Ages 50-64,0.76
mostly_happy,2018,greater_greenwich,Age,Ages 65+,0.7755102040816326
mostly_happy,2018,greater_greenwich,Race/Ethnicity,White,0.7575757575757576
mostly_happy,2018,greater_greenwich,Race/Ethnicity,Black,0.7575757575757576
mostly_happy,2018,greater_greenwich,Race/Ethnicity,Latino,0.7
mostly_happy,2018,greater_greenwich,Education,High school or less,0.6969696969696969
mostly_happy,2018,greater_greenwich,Education,Some college or Associate's,0.6868686868686869
mostly_happy,2018,greater_greenwich,Education,Bachelor's or higher,0.77
mostly_happy,2018,greater_greenwich,Income,<$30K,0.6
mostly_happy,2018,greater_greenwich,Income,$30K-$75K,0.71
mostly_happy,2018,greater_greenwich,Income,$75K+,0.78
mostly_happy,2018,greater_greenwich,With children,No children,0.73
mostly_happy,2018,greater_greenwich,With children,Children in household,0.7474747474747475
mostly_happy,2018,greater_hartford,Total,Total,0.6969696969696969
mostly_happy,2018,greater_hartford,Gender,Male,0.6868686868686869
mostly_happy,2018,greater_hartford,Gender,Female,0.6868686868686869
mostly_happy,2018,greater_hartford,Age,Ages 18-34,0.62
mostly_happy,2018,greater_hartford,Age,Ages 35-49,0.6666666666666666
mostly_happy,2018,greater_hartford,Age,Ages 50-64,0.7070707070707071
mostly_happy,2018,greater_hartford,Age,Ages 65+,0.7653061224489796
mostly_happy,2018,greater_hartford,Race/Ethnicity,White,0.7070707070707071
mostly_happy,2018,greater_hartford,Race/Ethnicity,Black,0.63
mostly_happy,2018,greater_hartford,Race/Ethnicity,Latino,0.6000000000000001
mostly_happy,2018,greater_hartford,Education,High school or less,0.6161616161616161
mostly_happy,2018,greater_hartford,Education,Some college or Associate's,0.6464646464646465
mostly_happy,2018,greater_hartford,Education,Bachelor's or higher,0.7474747474747475
mostly_happy,2018,greater_hartford,Income,<$15K,0.4242424242424243
mostly_happy,2018,greater_hartford,Income,$15K-$30K,0.6060606060606062
mostly_happy,2018,greater_hartford,Income,$30K-$50K,0.7
mostly_happy,2018,greater_hartford,Income,$50K-$75K,0.6464646464646465
mostly_happy,2018,greater_hartford,Income,$75K-$100K,0.72
mostly_happy,2018,greater_hartford,Income,$100K-$200K,0.7676767676767677
mostly_happy,2018,greater_hartford,Income,$200K+,0.797979797979798
mostly_happy,2018,greater_hartford,With children,No children,0.6969696969696969
mostly_happy,2018,greater_hartford,With children,Children in household,0.6699999999999999
mostly_happy,2018,greater_new_haven,Total,Total,0.6666666666666666
mostly_happy,2018,greater_new_haven,Gender,Male,0.6868686868686869
mostly_happy,2018,greater_new_haven,Gender,Female,0.6565656565656566
mostly_happy,2018,greater_new_haven,Age,Ages 18-34,0.62
mostly_happy,2018,greater_new_haven,Age,Ages 35-49,0.62
mostly_happy,2018,greater_new_haven,Age,Ages 50-64,0.6969696969696969
mostly_happy,2018,greater_new_haven,Age,Ages 65+,0.7448979591836735
mostly_happy,2018,greater_new_haven,Race/Ethnicity,White,0.6868686868686869
mostly_happy,2018,greater_new_haven,Race/Ethnicity,Black,0.6326530612244898
mostly_happy,2018,greater_new_haven,Race/Ethnicity,Latino,0.5757575757575758
mostly_happy,2018,greater_new_haven,Education,High school or less,0.6262626262626263
mostly_happy,2018,greater_new_haven,Education,Some college or Associate's,0.61
mostly_happy,2018,greater_new_haven,Education,Bachelor's or higher,0.7346938775510204
mostly_happy,2018,greater_new_haven,Income,<$15K,0.54
mostly_happy,2018,greater_new_haven,Income,$15K-$30K,0.5714285714285715
mostly_happy,2018,greater_new_haven,Income,$30K-$50K,0.5900000000000001
mostly_happy,2018,greater_new_haven,Income,$50K-$75K,0.6969696969696969
mostly_happy,2018,greater_new_haven,Income,$75K-$100K,0.67
mostly_happy,2018,greater_new_haven,Income,$100K-$200K,0.77
mostly_happy,2018,greater_new_haven,Income,$200K+,0.79
mostly_happy,2018,greater_new_haven,With children,No children,0.6836734693877551
mostly_happy,2018,greater_new_haven,With children,Children in household,0.6599999999999999
mostly_happy,2018,greater_new_london,Total,Total,0.6699999999999999
mostly_happy,2018,greater_new_london,Gender,Male,0.69
mostly_happy,2018,greater_new_london,Gender,Female,0.6699999999999999
mostly_happy,2018,greater_new_london,Age,Ages 18-34,0.5700000000000001
mostly_happy,2018,greater_new_london,Age,Ages 35-49,0.73
mostly_happy,2018,greater_new_london,Age,Ages 50-64,0.66
mostly_happy,2018,greater_new_london,Age,Ages 65+,0.7959183673469388
mostly_happy,2018,greater_new_london,Race/Ethnicity,White,0.72
mostly_happy,2018,greater_new_london,Race/Ethnicity,Not white,0.5252525252525253
mostly_happy,2018,greater_new_london,Education,High school or less,0.6262626262626263
mostly_happy,2018,greater_new_london,Education,Some college or Associate's,0.62
mostly_happy,2018,greater_new_london,Education,Bachelor's or higher,0.75
mostly_happy,2018,greater_new_london,Income,<$30K,0.5700000000000001
mostly_happy,2018,greater_new_london,Income,$30K-$75K,0.61
mostly_happy,2018,greater_new_london,Income,$75K+,0.8
mostly_happy,2018,greater_new_london,With children,No children,0.69
mostly_happy,2018,greater_new_london,With children,Children in household,0.6499999999999999
mostly_happy,2018,greater_waterbury,Total,Total,0.6836734693877551
mostly_happy,2018,greater_waterbury,Gender,Male,0.6836734693877551
mostly_happy,2018,greater_waterbury,Gender,Female,0.67
mostly_happy,2018,greater_waterbury,Age,Ages 18-34,0.5959595959595959
mostly_happy,2018,greater_waterbury,Age,Ages 35-49,0.6666666666666666
mostly_happy,2018,greater_waterbury,Age,Ages 50-64,0.72
mostly_happy,2018,greater_waterbury,Age,Ages 65+,0.7244897959183674
mostly_happy,2018,greater_waterbury,Race/Ethnicity,White,0.6969696969696969
mostly_happy,2018,greater_waterbury,Race/Ethnicity,Black,0.6399999999999999
mostly_happy,2018,greater_waterbury,Race/Ethnicity,Latino,0.6499999999999999
mostly_happy,2018,greater_waterbury,Education,High school or less,0.6363636363636364
mostly_happy,2018,greater_waterbury,Education,Some college or Associate's,0.62
mostly_happy,2018,greater_waterbury,Education,Bachelor's or higher,0.7474747474747475
mostly_happy,2018,greater_waterbury,Income,<$15K,0.49
mostly_happy,2018,greater_waterbury,Income,$15K-$30K,0.5204081632653061
mostly_happy,2018,greater_waterbury,Income,$30K-$50K,0.6666666666666667
mostly_happy,2018,greater_waterbury,Income,$50K-$75K,0.65
mostly_happy,2018,greater_waterbury,Income,$75K-$100K,0.71
mostly_happy,2018,greater_waterbury,Income,$100K-$200K,0.8181818181818182
mostly_happy,2018,greater_waterbury,Income,$200K+,0.8400000000000001
mostly_happy,2018,greater_waterbury,With children,No children,0.6632653061224489
mostly_happy,2018,greater_waterbury,With children,Children in household,0.7171717171717171
mostly_happy,2018,greenwich,Total,Total,0.77
mostly_happy,2018,greenwich,Gender,Male,0.7575757575757576
mostly_happy,2018,greenwich,Gender,Female,0.8080808080808082
mostly_happy,2018,greenwich,Age,Ages 18-34,0.72
mostly_happy,2018,greenwich,Age,Ages 35-54,0.74
mostly_happy,2018,greenwich,Age,Ages 55+,0.8080808080808082
mostly_happy,2018,greenwich,Race/Ethnicity,White,0.77
mostly_happy,2018,greenwich,Race/Ethnicity,Not white,0.78
mostly_happy,2018,greenwich,Income,$75K+,0.81
mostly_happy,2018,greenwich,Income,<$75K,0.67
mostly_happy,2018,greenwich,With children,No children,0.75
mostly_happy,2018,greenwich,With children,Children in household,0.81
mostly_happy,2018,hamden,Total,Total,0.7373737373737373
mostly_happy,2018,hamden,Gender,Male,0.787878787878788
mostly_happy,2018,hamden,Gender,Female,0.7070707070707071
mostly_happy,2018,hamden,Age,Under age 55,0.76
mostly_happy,2018,hamden,Age,Age 55 or older,0.6907216494845362
mostly_happy,2018,hamden,Race/Ethnicity,White,0.73
mostly_happy,2018,hamden,Race/Ethnicity,Not white,0.7373737373737373
mostly_happy,2018,hamden,Education,High school or less,0.78
mostly_happy,2018,hamden,Education,Some college or Associate's,0.6122448979591837
mostly_happy,2018,hamden,Education,Bachelor's or higher,0.797979797979798
mostly_happy,2018,hamden,Income,$75K+,0.8484848484848486
mostly_happy,2018,hamden,Income,<$75K,0.66
mostly_happy,2018,hamden,With children,No children,0.7171717171717171
mostly_happy,2018,hamden,With children,Children in household,0.7676767676767677
mostly_happy,2018,hartford,Total,Total,0.5858585858585859
mostly_happy,2018,hartford,Gender,Male,0.6060606060606061
mostly_happy,2018,hartford,Gender,Female,0.5714285714285715
mostly_happy,2018,hartford,Age,Ages 18-34,0.56
mostly_happy,2018,hartford,Age,Ages 35-49,0.6
mostly_happy,2018,hartford,Age,Ages 50-64,0.6122448979591837
mostly_happy,2018,hartford,Age,Ages 65+,0.6701030927835052
mostly_happy,2018,hartford,Race/Ethnicity,White,0.6666666666666667
mostly_happy,2018,hartford,Race/Ethnicity,Black,0.56
mostly_happy,2018,hartford,Race/Ethnicity,Latino,0.52
mostly_happy,2018,hartford,Education,High school or less,0.5656565656565657
mostly_happy,2018,hartford,Education,Some college or Associate's,0.5454545454545455
mostly_happy,2018,hartford,Education,Bachelor's or higher,0.6836734693877551
mostly_happy,2018,hartford,Income,<$30K,0.48484848484848486
mostly_happy,2018,hartford,Income,$30K-$75K,0.6161616161616161
mostly_happy,2018,hartford,Income,$75K+,0.71
mostly_happy,2018,hartford,With children,No children,0.6060606060606061
mostly_happy,2018,hartford,With children,Children in household,0.5700000000000001
mostly_happy,2018,hartford_inner_ring,Total,Total,0.6767676767676768
mostly_happy,2018,hartford_inner_ring,Gender,Male,0.6666666666666666
mostly_happy,2018,hartford_inner_ring,Gender,Female,0.673469387755102
mostly_happy,2018,hartford_inner_ring,Age,Ages 18-34,0.63
mostly_happy,2018,hartford_inner_ring,Age,Ages 35-49,0.6224489795918368
mostly_happy,2018,hartford_inner_ring,Age,Ages 50-64,0.7070707070707071
mostly_happy,2018,hartford_inner_ring,Age,Ages 65+,0.7551020408163265
mostly_happy,2018,hartford_inner_ring,Race/Ethnicity,White,0.663265306122449
mostly_happy,2018,hartford_inner_ring,Race/Ethnicity,Black,0.65
mostly_happy,2018,hartford_inner_ring,Race/Ethnicity,Latino,0.64
mostly_happy,2018,hartford_inner_ring,Education,High school or less,0.61
mostly_happy,2018,hartford_inner_ring,Education,Some college or Associate's,0.6262626262626263
mostly_happy,2018,hartford_inner_ring,Education,Bachelor's or higher,0.7373737373737373
mostly_happy,2018,hartford_inner_ring,Income,<$15K,0.4489795918367347
mostly_happy,2018,hartford_inner_ring,Income,$15K-$30K,0.6122448979591838
mostly_happy,2018,hartford_inner_ring,Income,$30K-$50K,0.66
mostly_happy,2018,hartford_inner_ring,Income,$50K-$75K,0.5900000000000001
mostly_happy,2018,hartford_inner_ring,Income,$75K-$100K,0.73
mostly_happy,2018,hartford_inner_ring,Income,$100K+,0.7857142857142857
mostly_happy,2018,hartford_inner_ring,With children,No children,0.6836734693877551
mostly_happy,2018,hartford_inner_ring,With children,Children in household,0.6599999999999999
mostly_happy,2018,hartford_outer_ring,Total,Total,0.75
mostly_happy,2018,hartford_outer_ring,Gender,Male,0.74
mostly_happy,2018,hartford_outer_ring,Gender,Female,0.76
mostly_happy,2018,hartford_outer_ring,Age,Ages 18-34,0.69
mostly_happy,2018,hartford_outer_ring,Age,Ages 35-49,0.77
mostly_happy,2018,hartford_outer_ring,Age,Ages 50-64,0.7373737373737373
mostly_happy,2018,hartford_outer_ring,Age,Ages 65+,0.8181818181818182
mostly_happy,2018,hartford_outer_ring,Race/Ethnicity,White,0.75
mostly_happy,2018,hartford_outer_ring,Race/Ethnicity,Not white,0.7070707070707071
mostly_happy,2018,hartford_outer_ring,Education,High school or less,0.6938775510204082
mostly_happy,2018,hartford_outer_ring,Education,Some college or Associate's,0.74
mostly_happy,2018,hartford_outer_ring,Education,Bachelor's or higher,0.78
mostly_happy,2018,hartford_outer_ring,Income,<$30K,0.65
mostly_happy,2018,hartford_outer_ring,Income,$30K-$75K,0.75
mostly_happy,2018,hartford_outer_ring,Income,$75K+,0.78
mostly_happy,2018,hartford_outer_ring,With children,No children,0.7474747474747475
mostly_happy,2018,hartford_outer_ring,With children,Children in household,0.77
mostly_happy,2018,manchester,Total,Total,0.6326530612244898
mostly_happy,2018,manchester,Gender,Male,0.6464646464646465
mostly_happy,2018,manchester,Gender,Female,0.6122448979591838
mostly_happy,2018,manchester,Age,Under age 55,0.595959595959596
mostly_happy,2018,manchester,Age,Age 55 or older,0.69
mostly_happy,2018,manchester,Education,Bachelor's or higher,0.72
mostly_happy,2018,manchester,Education,Some college or less,0.5714285714285715
mostly_happy,2018,manchester,Income,$75K+,0.663265306122449
mostly_happy,2018,manchester,Income,<$75K,0.5700000000000001
mostly_happy,2018,meriden,Total,Total,0.653061224489796
mostly_happy,2018,meriden,Gender,Male,0.6122448979591838
mostly_happy,2018,meriden,Gender,Female,0.686868686868687
mostly_happy,2018,meriden,Age,Under age 55,0.5757575757575758
mostly_happy,2018,meriden,Age,Age 55 or older,0.7676767676767677
mostly_happy,2018,meriden,Race/Ethnicity,White,0.6938775510204082
mostly_happy,2018,meriden,Race/Ethnicity,Not white,0.55
mostly_happy,2018,meriden,Education,High school or less,0.63
mostly_happy,2018,meriden,Education,Some college or Associate's,0.5959595959595959
mostly_happy,2018,meriden,Education,Bachelor's or higher,0.69
mostly_happy,2018,meriden,Income,<$30K,0.4545454545454546
mostly_happy,2018,meriden,Income,$30K-$75K,0.6363636363636364
mostly_happy,2018,meriden,Income,$75K+,0.74
mostly_happy,2018,meriden,With children,No children,0.6464646464646465
mostly_happy,2018,meriden,With children,Children in household,0.6464646464646465
mostly_happy,2018,middlesex_county,Total,Total,0.72
mostly_happy,2018,middlesex_county,Gender,Male,0.76
mostly_happy,2018,middlesex_county,Gender,Female,0.7070707070707071
mostly_happy,2018,middlesex_county,Age,Under age 55,0.73
mostly_happy,2018,middlesex_county,Age,Age 55 or older,0.7272727272727273
mostly_happy,2018,middlesex_county,Education,High school or less,0.7373737373737373
mostly_happy,2018,middlesex_county,Education,Some college or Associate's,0.7070707070707071
mostly_happy,2018,middlesex_county,Education,Bachelor's or higher,0.74
mostly_happy,2018,middlesex_county,Income,$75K+,0.82
mostly_happy,2018,middlesex_county,Income,<$75K,0.6161616161616161
mostly_happy,2018,middlesex_county,With children,No children,0.7171717171717171
mostly_happy,2018,middlesex_county,With children,Children in household,0.79
mostly_happy,2018,middletown,Total,Total,0.6868686868686869
mostly_happy,2018,middletown,Gender,Male,0.75
mostly_happy,2018,middletown,Gender,Female,0.6224489795918368
mostly_happy,2018,middletown,Age,Under age 55,0.6666666666666666
mostly_happy,2018,middletown,Age,Age 55 or older,0.7272727272727273
mostly_happy,2018,middletown,Education,Bachelor's or higher,0.7171717171717171
mostly_happy,2018,middletown,Education,Some college or less,0.6666666666666666
mostly_happy,2018,middletown,Income,$75K+,0.81
mostly_happy,2018,middletown,Income,<$75K,0.61
mostly_happy,2018,milford,Total,Total,0.7040816326530612
mostly_happy,2018,milford,Gender,Male,0.6666666666666666
mostly_happy,2018,milford,Gender,Female,0.7346938775510204
mostly_happy,2018,milford,Age,Under age 55,0.6938775510204082
mostly_happy,2018,milford,Age,Age 55 or older,0.7448979591836735
mostly_happy,2018,milford,Education,Bachelor's or higher,0.7676767676767677
mostly_happy,2018,milford,Education,Some college or less,0.6597938144329896
