code,category,response,value,group,year
Q22,Rural,Only a little bit,0.26,Rural,2018
Q22,Rural,Somewhat,0.16,Rural,2018
Q22,Rural,Mostly,0.07,Rural,2018
Q22,Rural,Completely,0.04,Rural,2018
Q22,Rural,Don't know,0,Rural,2018
Q22,Rural,Refused,0.01,Rural,2018
Q23,Rural,Not at all,0.04,Rural,2018
Q23,Rural,Only a little bit,0.2,Rural,2018
Q23,Rural,Somewhat,0.33,Rural,2018
Q23,Rural,Mostly,0.28,Rural,2018
Q23,Rural,Completely,0.15,Rural,2018
Q23,Rural,Don't know,0,Rural,2018
Q23,Rural,Refused,0,Rural,2018
Q23PL,Rural,Strongly agree,0.37,Rural,2018
Q23PL,Rural,Agree,0.33,Rural,2018
Q23PL,Rural,Slightly agree,0.14,Rural,2018
Q23PL,Rural,Neither agree nor disagree,0.08,Rural,2018
Q23PL,Rural,Slightly disagree,0.04,Rural,2018
Q23PL,Rural,Disagree,0.02,Rural,2018
Q23PL,Rural,Strongly disagree,0.02,Rural,2018
Q23PL,Rural,Don't know,0,Rural,2018
Q23PL,Rural,Refused,0,Rural,2018
Q23A,Rural,Yes,0.31,Rural,2018
Q23A,Rural,No,0.67,Rural,2018
Q23A,Rural,Don't know,0,Rural,2018
Q23A,Rural,Refused,0.01,Rural,2018
Q23A1,Rural,Yes,0.8,Rural,2018
Q23A1,Rural,No,0.2,Rural,2018
Q23A1,Rural,Don't know,0,Rural,2018
Q23A1,Rural,Refused,0,Rural,2018
Q23C,Rural,Yes,0.1,Rural,2018
Q23C,Rural,No,0.89,Rural,2018
Q23C,Rural,Don't know,0,Rural,2018
Q23C,Rural,Refused,0.01,Rural,2018
Q23C1,Rural,One,0.18,Rural,2018
Q23C1,Rural,Two,0.23,Rural,2018
Q23C1,Rural,Three,0.16,Rural,2018
Q23C1,Rural,Four,0.24,Rural,2018
Q23C1,Rural,Five or more,0.16,Rural,2018
Q23C1,Rural,Never heard of it,0,Rural,2018
Q23C1,Rural,Don't know,0.03,Rural,2018
Q23C1,Rural,Refused,0.03,Rural,2018
Q23D,Rural,Yes,0.06,Rural,2018
Q23D,Rural,No,0.93,Rural,2018
Q23D,Rural,Don't know,0,Rural,2018
Q23D,Rural,Refused,0.01,Rural,2018
Q23E,Rural,Yes,0.16,Rural,2018
Q23E,Rural,No,0.82,Rural,2018
Q23E,Rural,Don't know,0,Rural,2018
Q23E,Rural,Refused,0.01,Rural,2018
Q23E2,Rural,Yes,0.7,Rural,2018
Q23E2,Rural,No,0.28,Rural,2018
Q23E2,Rural,Don't know,0.02,Rural,2018
Q23E2,Rural,Refused,0,Rural,2018
Q23E2,Rural,Current Asthma Rate (based on Q23E*23E2),0.11199999999999999,Rural,2018
Q23E3,Rural,None,0.81,Rural,2018
Q23E3,Rural,One to two,0.08,Rural,2018
Q23E3,Rural,Three or more,0.04,Rural,2018
Q23E3,Rural,Don't know,0.02,Rural,2018
Q23E3,Rural,Refused,0.05,Rural,2018
Q23E1,Rural,Never (no attacks in the last 30 days),0.58,Rural,2018
Q23E1,Rural,Once a week or less,0.2,Rural,2018
Q23E1,Rural,Twice a week,0.03,Rural,2018
Q23E1,Rural,3 to 6 times a week,0.06,Rural,2018
Q23E1,Rural,Once a day,0.1,Rural,2018
Q23E1,Rural,More than once a day,0.03,Rural,2018
Q23E1,Rural,Don't know,0,Rural,2018
Q23E1,Rural,Refused,0,Rural,2018
BMIR,Rural,Underweight,0.03,Rural,2018
BMIR,Rural,Normal weight,0.33,Rural,2018
BMIR,Rural,Overweight,0.34,Rural,2018
BMIR,Rural,Obese,0.29,Rural,2018
Q26,Rural,Yes,0.95,Rural,2018
Q26,Rural,No,0.04,Rural,2018
Q26,Rural,Don't know,0,Rural,2018
Q26,Rural,Refused,0.01,Rural,2018
Q27,Rural,Insurance obtained through a current or former employer or union,0.58,Rural,2018
Q27,Rural,Insurance purchased directly from an insurance company,0.11,Rural,2018
Q27,Rural,Medicare,0.23,Rural,2018
Q27,Rural,"Medicaid, Medical Assistance, HUSKY or any kind of government-assistance plan",0.15,Rural,2018
Q27,Rural,State Health Insurance Exchange such as Access Health CT or NY State of Health,0.06,Rural,2018
Q27,Rural,Any other type of health insurance plan Other,0.07,Rural,2018
Q27,Rural,Don't know,0,Rural,2018
Q27,Rural,Refused,0.01,Rural,2018
Q28,Rural,Yes,0.08,Rural,2018
Q28,Rural,No,0.91,Rural,2018
Q28,Rural,Don't know,0,Rural,2018
Q28,Rural,Refused,0,Rural,2018
Q29,Rural,Yes,0.25,Rural,2018
Q29,Rural,No,0.75,Rural,2018
Q29,Rural,Don't know,0,Rural,2018
Q29,Rural,Refused,0,Rural,2018
Q30A,Rural,Yes,0.45,Rural,2018
Q30A,Rural,No,0.55,Rural,2018
Q30A,Rural,Don't know,0,Rural,2018
Q30A,Rural,Refused,0,Rural,2018
Q30B,Rural,Yes,0.15,Rural,2018
Q30B,Rural,No,0.85,Rural,2018
Q30B,Rural,Don't know,0,Rural,2018
Q30B,Rural,Refused,0,Rural,2018
Q30C,Rural,Yes,0.26,Rural,2018
Q30C,Rural,No,0.73,Rural,2018
Q30C,Rural,Don't know,0.01,Rural,2018
Q30C,Rural,Refused,0,Rural,2018
Q30D,Rural,Yes,0.3,Rural,2018
Q30D,Rural,No,0.7,Rural,2018
Q30D,Rural,Don't know,0.01,Rural,2018
Q30D,Rural,Refused,0,Rural,2018
Q30E,Rural,Yes,0.25,Rural,2018
Q30E,Rural,No,0.74,Rural,2018
Q30E,Rural,Don't know,0.01,Rural,2018
Q30E,Rural,Refused,0,Rural,2018
Q30F,Rural,Yes,0.58,Rural,2018
Q30F,Rural,No,0.41,Rural,2018
Q30F,Rural,Don't know,0.01,Rural,2018
Q30F,Rural,Refused,0,Rural,2018
Q30H,Rural,Yes,0.17,Rural,2018
Q30H,Rural,No,0.83,Rural,2018
Q30H,Rural,Don't know,0,Rural,2018
Q30H,Rural,Refused,0,Rural,2018
Q30G,Rural,Yes,0.49,Rural,2018
Q30G,Rural,No,0.5,Rural,2018
Q30G,Rural,Don't know,0.01,Rural,2018
Q30G,Rural,Refused,0,Rural,2018
Q31,Rural,Yes,0.08,Rural,2018
Q31,Rural,No,0.91,Rural,2018
Q31,Rural,Don't know,0,Rural,2018
Q31,Rural,Refused,0,Rural,2018
Q31_1,Rural,Yes,0.06,Rural,2018
Q31_1,Rural,No,0.94,Rural,2018
Q31_1,Rural,Don't know,0.01,Rural,2018
Q31_1,Rural,Refused,0,Rural,2018
Q32,Rural,Yes,0.87,Rural,2018
Q32,Rural,No,0.13,Rural,2018
Q32,Rural,Don't know,0,Rural,2018
Q32,Rural,Refused,0,Rural,2018
Q33,Rural,More than one,0.18,Rural,2018
Q33,Rural,None at all,0.8,Rural,2018
Q33,Rural,Don't know,0.02,Rural,2018
Q33,Rural,Refused,0,Rural,2018
Q33,Rural,No Medical Home (Q32*Q33),0.10400000000000001,Rural,2018
Q34,Rural,None,0.71,Rural,2018
Q34,Rural,1 to 2,0.23,Rural,2018
Q34,Rural,3 or more,0.05,Rural,2018
Q34,Rural,Don't know,0,Rural,2018
Q34,Rural,Refused,0,Rural,2018
Q35,Rural,Within the last 6 months,0.61,Rural,2018
Q35,Rural,More than 6 months but less than a year,0.13,Rural,2018
Q35,Rural,More than a year but less than two years,0.1,Rural,2018
Q35,Rural,More than two years ago,0.14,Rural,2018
Q35,Rural,Never have gone to a dentist,0.01,Rural,2018
Q35,Rural,Don't know,0,Rural,2018
Q35,Rural,Refused,0,Rural,2018
Q37,Rural,Yes,0.92,Rural,2018
Q37,Rural,No,0.08,Rural,2018
Q37,Rural,Don't know,0.01,Rural,2018
Q37,Rural,Refused,0,Rural,2018
Q37_1,Rural,Always,0.4,Rural,2018
Q37_1,Rural,Usually,0.31,Rural,2018
Q37_1,Rural,Sometimes,0.18,Rural,2018
Q37_1,Rural,Rarely,0.05,Rural,2018
Q37_1,Rural,Never,0.04,Rural,2018
Q37_1,Rural,Don't know,0.01,Rural,2018
Q37_1,Rural,Refused,0,Rural,2018
Q37_2,Rural,Not at all,0.66,Rural,2018
Q37_2,Rural,Several days,0.2,Rural,2018
Q37_2,Rural,More than half the days,0.07,Rural,2018
Q37_2,Rural,Nearly every day,0.05,Rural,2018
Q37_2,Rural,Don't know,0.01,Rural,2018
Q37_2,Rural,Refused,0.01,Rural,2018
Q37_3,Rural,Not at all,0.7,Rural,2018
Q37_3,Rural,Several days,0.2,Rural,2018
Q37_3,Rural,More than half the days,0.05,Rural,2018
Q37_3,Rural,Nearly every day,0.04,Rural,2018
Q37_3,Rural,Don't know,0.01,Rural,2018
Q37_3,Rural,Refused,0.01,Rural,2018
HIV1,Rural,Yes,0.52,Rural,2018
HIV1,Rural,No,0.45,Rural,2018
HIV1,Rural,Don't know,0.02,Rural,2018
HIV1,Rural,Refused,0.01,Rural,2018
HIV2,Rural,Yes,0.12,Rural,2018
HIV2,Rural,No,0.86,Rural,2018
HIV2,Rural,Don't know,0.01,Rural,2018
HIV2,Rural,Refused,0.01,Rural,2018
HIV3,Rural,Yes,0.15,Rural,2018
HIV3,Rural,No,0.83,Rural,2018
HIV3,Rural,Don't know,0,Rural,2018
HIV3,Rural,Refused,0.03,Rural,2018
Q38,Rural,None,0.2,Rural,2018
Q38,Rural,One,0.08,Rural,2018
Q38,Rural,Two,0.14,Rural,2018
Q38,Rural,Three,0.19,Rural,2018
Q38,Rural,Four,0.09,Rural,2018
Q38,Rural,Five,0.11,Rural,2018
Q38,Rural,Six,0.04,Rural,2018
Q38,Rural,Seven,0.14,Rural,2018
Q38,Rural,Don't know,0,Rural,2018
Q38,Rural,Refused,0,Rural,2018
Q39,Rural,Yes,0.41,Rural,2018
Q39,Rural,No,0.58,Rural,2018
Q39,Rural,Don't know,0,Rural,2018
Q39,Rural,Refused,0,Rural,2018
Q40,Rural,Every day,0.27,Rural,2018
Q40,Rural,Some days,0.07,Rural,2018
Q40,Rural,Not at all,0.66,Rural,2018
Q40,Rural,Don't know,0,Rural,2018
Q40,Rural,Refused,0,Rural,2018
Q40,Rural,Current Smoking Rate (Q39*Q40),0.1394,Rural,2018
Q42,Rural,Yes,0.15,Rural,2018
Q42,Rural,No,0.85,Rural,2018
Q42,Rural,Don't know,0,Rural,2018
Q42,Rural,Refused,0,Rural,2018
Q43,Rural,None,0.63,Rural,2018
Q43,Rural,One to five,0.18,Rural,2018
Q43,Rural,Six to twenty-nine,0.07,Rural,2018
Q43,Rural,Everyday,0.09,Rural,2018
Q43,Rural,Don't know,0,Rural,2018
Q43,Rural,Refused,0.02,Rural,2018
Q43,Rural,Vaping Past 30 Days Rate (Q42*Q43),0.051,Rural,2018
ALCOHOL,Rural,None,0.72,Rural,2018
ALCOHOL,Rural,One to five,0.22,Rural,2018
ALCOHOL,Rural,Six to ten,0.02,Rural,2018
ALCOHOL,Rural,More than ten,0.03,Rural,2018
ALCOHOL,Rural,Don't know,0,Rural,2018
ALCOHOL,Rural,Refused,0.01,Rural,2018
POT1,Rural,None,0.88,Rural,2018
POT1,Rural,One to five,0.04,Rural,2018
POT1,Rural,Six to ten,0.02,Rural,2018
POT1,Rural,More than ten,0.05,Rural,2018
POT1,Rural,Don't know,0,Rural,2018
POT1,Rural,Refused,0.01,Rural,2018
POT2,Rural,For medical reasons (like to treat or decrease symptoms of a health condition),0.34,Rural,2018
POT2,Rural,For nonmedical reasons (like to have fun or fit in),0.33,Rural,2018
POT2,Rural,For both medical and nonmedical reasons,0.34,Rural,2018
POT2,Rural,Don't know,0,Rural,2018
POT2,Rural,Refused,0,Rural,2018
OPIOID2,Rural,No,0.63,Rural,2018
OPIOID2,Rural,"Yes, one person",0.14,Rural,2018
OPIOID2,Rural,"Yes, 2 to 4 people",0.16,Rural,2018
OPIOID2,Rural,"Yes, 5 or more people",0.07,Rural,2018
OPIOID2,Rural,Don't know,0,Rural,2018
OPIOID2,Rural,Refused,0,Rural,2018
OPIOID2_1,Rural,Yourself,0.06,Rural,2018
OPIOID2_1,Rural,A family member,0.48,Rural,2018
OPIOID2_1,Rural,A close friend,0.35,Rural,2018
OPIOID2_1,Rural,An acquaintance,0.49,Rural,2018
OPIOID2_1,Rural,Don't know,0,Rural,2018
OPIOID2_1,Rural,Refused,0,Rural,2018
OPIOID4,Rural,No,0.7,Rural,2018
OPIOID4,Rural,"Yes, one person",0.13,Rural,2018
OPIOID4,Rural,"Yes, 2 to 4 people",0.11,Rural,2018
OPIOID4,Rural,"Yes, 5 or more people",0.05,Rural,2018
OPIOID4,Rural,Don't know,0.01,Rural,2018
OPIOID4,Rural,Refused,0,Rural,2018
OPIOID4_1,Rural,A family member,0.2,Rural,2018
OPIOID4_1,Rural,A close friend,0.32,Rural,2018
OPIOID4_1,Rural,An acquaintance,0.67,Rural,2018
OPIOID4_1,Rural,Don't know,0.01,Rural,2018
OPIOID4_1,Rural,Refused,0,Rural,2018
Q44,Rural,Living comfortably,0.35,Rural,2018
Q44,Rural,Doing alright,0.34,Rural,2018
Q44,Rural,Just getting by,0.19,Rural,2018
Q44,Rural,Finding it difficult,0.07,Rural,2018
Q44,Rural,Finding it very difficult,0.04,Rural,2018
Q44,Rural,Don't know,0,Rural,2018
Q44,Rural,Refused,0,Rural,2018
Q45,Rural,Better off,0.6,Rural,2018
Q45,Rural,Not,0.3,Rural,2018
Q45,Rural,Same,0.06,Rural,2018
Q45,Rural,Don't know,0.04,Rural,2018
Q45,Rural,Refused,0,Rural,2018
Q46,Rural,Less than a month,0.2,Rural,2018
Q46,Rural,At least one month but less than 2,0.1,Rural,2018
Q46,Rural,At least 2 months but less than 6,0.17,Rural,2018
Q46,Rural,At least 6 months but less than a year,0.16,Rural,2018
Q46,Rural,At least a year but less than 2 years,0.11,Rural,2018
Q46,Rural,Two years or more,0.21,Rural,2018
Q46,Rural,Don't know,0.04,Rural,2018
Q46,Rural,Refused,0.02,Rural,2018
DEBT,Rural,Something left over,0.61,Rural,2018
DEBT,Rural,Break even,0.17,Rural,2018
DEBT,Rural,Be in debt,0.16,Rural,2018
DEBT,Rural,Don't know,0.03,Rural,2018
DEBT,Rural,Refused,0.03,Rural,2018
Q47,Rural,Yes,0.6,Rural,2018
Q47,Rural,"No, but would like to work",0.05,Rural,2018
Q47,Rural,"No, retired",0.2,Rural,2018
Q47,Rural,"No, homemaker",0.05,Rural,2018
Q47,Rural,"No, full time student",0.03,Rural,2018
Q47,Rural,"No, disabled",0.06,Rural,2018
Q47,Rural,"No, Other",0.02,Rural,2018
Q47,Rural,Refused,0.01,Rural,2018
Q48,Rural,Less than 6 months,0.34,Rural,2018
Q48,Rural,At least 6 months but less than a year,0.21,Rural,2018
Q48,Rural,1 to 2 years,0.17,Rural,2018
Q48,Rural,2 to 4 years,0.1,Rural,2018
Q48,Rural,5 or more years,0.14,Rural,2018
Q48,Rural,Have never had a job in my lifetime,0.04,Rural,2018
Q48,Rural,Refused,0,Rural,2018
Q49,Rural,Full time,0.73,Rural,2018
Q49,Rural,Part time,0.26,Rural,2018
Q49,Rural,Other,0.01,Rural,2018
Q49,Rural,Refused,0,Rural,2018
Q50,Rural,By choice,0.69,Rural,2018
Q50,Rural,Rather have a full time job,0.3,Rural,2018
Q50,Rural,Refused,0.01,Rural,2018
Q50,Rural,"Underemployment Rate (based on Q47,49,50)",0.1489230769230769,Rural,2018
Q51,Rural,Less than 30,0.25,Rural,2018
Q51,Rural,30 to 49,0.51,Rural,2018
Q51,Rural,50 to 79,0.21,Rural,2018
Q51,Rural,80 or more,0.02,Rural,2018
Q51,Rural,Refused,0.01,Rural,2018
Q52,Rural,Yes,0.24,Rural,2018
Q52,Rural,No,0.76,Rural,2018
Q52,Rural,Don't know,0,Rural,2018
Q52,Rural,Refused,0,Rural,2018
Q54,Rural,Have necessary education and training,0.84,Rural,2018
Q54,Rural,Need more,0.16,Rural,2018
Q54,Rural,Don't know,0.01,Rural,2018
Q54,Rural,Refused,0,Rural,2018
Q56,Rural,Drive myself,0.88,Rural,2018
Q56,Rural,Get a ride with friends or family,0.06,Rural,2018
Q56,Rural,Public bus system,0.02,Rural,2018
Q56,Rural,Train or railroad,0,Rural,2018
Q56,Rural,Walk,0.02,Rural,2018
Q56,Rural,Bicycle,0,Rural,2018
Q56,Rural,Take a taxi,0,Rural,2018
Q56,Rural,Ride paratransit,0,Rural,2018
Q56,Rural,Other,0.01,Rural,2018
Q56,Rural,I took no trips last month/Homebound,0,Rural,2018
Q56,Rural,Don't know,0,Rural,2018
Q56,Rural,Refused,0,Rural,2018
Q56NEW,Rural,Less than 15 minutes,0.34,Rural,2018
Q56NEW,Rural,15 to 29 minutes,0.36,Rural,2018
Q56NEW,Rural,30 to 59 minutes,0.23,Rural,2018
Q56NEW,Rural,60 to 89 minutes,0.03,Rural,2018
Q56NEW,Rural,90 minutes or more,0.01,Rural,2018
Q56NEW,Rural,Refused,0.03,Rural,2018
Q61,Rural,A computer or tablet with internet access,0.84,Rural,2018
Q61,Rural,A smartphone,0.74,Rural,2018
Q61,Rural,A cell phone with text and calling only but no internet,0.3,Rural,2018
Q61,Rural,None of the above,0.04,Rural,2018
Q61,Rural,Refused,0,Rural,2018
Q62,Rural,Yes,0.11,Rural,2018
Q62,Rural,No,0.88,Rural,2018
Q62,Rural,Don't know,0,Rural,2018
Q62,Rural,Refused,0,Rural,2018
Q63,Rural,Almost every month,0.17,Rural,2018
Q63,Rural,Some months but not every month,0.41,Rural,2018
Q63,Rural,Only 1 or 2 months,0.42,Rural,2018
Q63,Rural,Don't know,0,Rural,2018
Q63,Rural,Refused,0,Rural,2018
Q64,Rural,Yes,0.06,Rural,2018
Q64,Rural,No,0.93,Rural,2018
Q64,Rural,Don't know,0,Rural,2018
Q64,Rural,Refused,0,Rural,2018
Q64_GAS,Rural,Yes,0.08,Rural,2018
Q64_GAS,Rural,No,0.92,Rural,2018
Q64_GAS,Rural,Don't know,0,Rural,2018
Q64_GAS,Rural,Refused,0,Rural,2018
Q65,Rural,Yes,0.09,Rural,2018
Q65,Rural,No,0.91,Rural,2018
Q65,Rural,Don't know,0,Rural,2018
Q65,Rural,Refused,0,Rural,2018
Q65_1,Rural,Yes,0.46,Rural,2018
Q65_1,Rural,No,0.54,Rural,2018
Q65_1,Rural,Don't know,0,Rural,2018
Q65_1,Rural,Refused,0,Rural,2018
Q66,Rural,Yes,0.92,Rural,2018
Q66,Rural,No,0.07,Rural,2018
Q66,Rural,Don't know,0,Rural,2018
Q66,Rural,Refused,0.01,Rural,2018
Q68,Rural,Yes,0.09,Rural,2018
Q68,Rural,No,0.9,Rural,2018
Q68,Rural,Don't know,0,Rural,2018
Q68,Rural,Refused,0,Rural,2018
Q69,Rural,Yes,0.05,Rural,2018
Q69,Rural,No,0.95,Rural,2018
Q69,Rural,Don't know,0,Rural,2018
Q69,Rural,Refused,0,Rural,2018
Q70,Rural,Once,0.36,Rural,2018
Q70,Rural,Twice,0.11,Rural,2018
Q70,Rural,Three or more,0.37,Rural,2018
Q70,Rural,Refused,0.17,Rural,2018
Q71,Rural,Yes,0.26,Rural,2018
Q71,Rural,No,0.74,Rural,2018
Q71,Rural,Don't know,0,Rural,2018
Q71,Rural,Refused,0,Rural,2018
Q73,Rural,Yes,0.32,Rural,2018
Q73,Rural,No,0.68,Rural,2018
Q73,Rural,Don't know,0,Rural,2018
Q73,Rural,Refused,0,Rural,2018
Q77NEW,Rural,Yes,0.65,Rural,2018
Q77NEW,Rural,No,0.35,Rural,2018
Q77NEW,Rural,Don't know,0,Rural,2018
Q77NEW,Rural,Refused,0,Rural,2018
DISCRIM1,Rural,Yes,0.26,Rural,2018
DISCRIM1,Rural,No,0.73,Rural,2018
DISCRIM1,Rural,Don't know,0.01,Rural,2018
DISCRIM1,Rural,Refused,0,Rural,2018
DISCRIM1_2,Rural,Your Ancestry or National Origins,0.05,Rural,2018
DISCRIM1_2,Rural,Your Gender,0.21,Rural,2018
DISCRIM1_2,Rural,Your Race,0.11,Rural,2018
DISCRIM1_2,Rural,Your Age,0.11,Rural,2018
DISCRIM1_2,Rural,Your Religion,0.01,Rural,2018
DISCRIM1_2,Rural,Your Height,0.01,Rural,2018
DISCRIM1_2,Rural,Your Weight,0.04,Rural,2018
DISCRIM1_2,Rural,Some other Aspect of Your Physical Appearance,0.11,Rural,2018
DISCRIM1_2,Rural,Your Sexual Orientation,0.03,Rural,2018
DISCRIM1_2,Rural,Your Education or Income Level,0.05,Rural,2018
DISCRIM1_2,Rural,A physical disability,0.08,Rural,2018
DISCRIM1_2,Rural,Don't know,0.36,Rural,2018
DISCRIM1_2,Rural,Refused,0.03,Rural,2018
DISCRIM1_1,Rural,Once every week or more,0.03,Rural,2018
DISCRIM1_1,Rural,A few times every month,0.01,Rural,2018
DISCRIM1_1,Rural,A few times every year,0.06,Rural,2018
DISCRIM1_1,Rural,A few times in the past 3 years,0.12,Rural,2018
DISCRIM1_1,Rural,Once,0.29,Rural,2018
DISCRIM1_1,Rural,Never in the past 3 years,0.48,Rural,2018
DISCRIM1_1,Rural,Don't know,0.01,Rural,2018
DISCRIM1_1,Rural,Refused,0.01,Rural,2018
DISCRIM2,Rural,Yes,0.09,Rural,2018
DISCRIM2,Rural,No,0.9,Rural,2018
DISCRIM2,Rural,Don't know,0,Rural,2018
DISCRIM2,Rural,Refused,0,Rural,2018
DISCRIM2_2,Rural,Your Ancestry or National Origins,0.08,Rural,2018
DISCRIM2_2,Rural,Your Gender,0.11,Rural,2018
DISCRIM2_2,Rural,Your Race,0.17,Rural,2018
DISCRIM2_2,Rural,Your Age,0.21,Rural,2018
DISCRIM2_2,Rural,Your Religion,0.01,Rural,2018
DISCRIM2_2,Rural,Your Height,0.04,Rural,2018
DISCRIM2_2,Rural,Your Weight,0.04,Rural,2018
DISCRIM2_2,Rural,Some other Aspect of Your Physical Appearance,0.26,Rural,2018
DISCRIM2_2,Rural,Your Sexual Orientation,0.01,Rural,2018
DISCRIM2_2,Rural,Your Education or Income Level,0.04,Rural,2018
DISCRIM2_2,Rural,A physical disability,0.04,Rural,2018
DISCRIM2_2,Rural,Don't know,0.31,Rural,2018
DISCRIM2_2,Rural,Refused,0.04,Rural,2018
DISCRIM2_1,Rural,Once every week or more,0.02,Rural,2018
DISCRIM2_1,Rural,A few times every month,0.01,Rural,2018
DISCRIM2_1,Rural,A few times every year,0.08,Rural,2018
DISCRIM2_1,Rural,A few times in the past 3 years,0.2,Rural,2018
DISCRIM2_1,Rural,Once,0.26,Rural,2018
DISCRIM2_1,Rural,Never in the past 3 years,0.43,Rural,2018
DISCRIM2_1,Rural,Don't know,0,Rural,2018
DISCRIM2_1,Rural,Refused,0,Rural,2018
DISCRIM2_3,Rural,In a car,0.53,Rural,2018
DISCRIM2_3,Rural,Walking or biking along a street,0.24,Rural,2018
DISCRIM2_3,Rural,At a bus stop,0.03,Rural,2018
DISCRIM2_3,Rural,Inside a bus,0.01,Rural,2018
DISCRIM2_3,Rural,At a public park,0.07,Rural,2018
DISCRIM2_3,Rural,Inside a house or apartment,0.15,Rural,2018
DISCRIM2_3,Rural,Inside a store,0.22,Rural,2018
DISCRIM2_3,Rural,Someplace else Other,0.19,Rural,2018
DISCRIM2_3,Rural,Don't know,0.02,Rural,2018
DISCRIM2_3,Rural,Refused,0,Rural,2018
DISCRIM3,Rural,Yes,0.07,Rural,2018
DISCRIM3,Rural,No,0.89,Rural,2018
DISCRIM3,Rural,Don't know,0.04,Rural,2018
DISCRIM3,Rural,Refused,0,Rural,2018
DISCRIM4,Rural,Yes,0.03,Rural,2018
DISCRIM4,Rural,No,0.97,Rural,2018
DISCRIM4,Rural,Don't know,0,Rural,2018
DISCRIM4,Rural,Refused,0,Rural,2018
DISCRIM5,Rural,Yes,0.11,Rural,2018
DISCRIM5,Rural,No,0.87,Rural,2018
DISCRIM5,Rural,Don't know,0.01,Rural,2018
DISCRIM5,Rural,Refused,0,Rural,2018
DISCRIM5_2,Rural,Your Ancestry or National Origins,0.04,Rural,2018
DISCRIM5_2,Rural,Your Gender,0.13,Rural,2018
DISCRIM5_2,Rural,Your Race,0.07,Rural,2018
DISCRIM5_2,Rural,Your Age,0.18,Rural,2018
DISCRIM5_2,Rural,Your Religion,0.02,Rural,2018
DISCRIM5_2,Rural,Your Height,0.01,Rural,2018
DISCRIM5_2,Rural,Your Weight,0.04,Rural,2018
DISCRIM5_2,Rural,Some other Aspect of Your Physical Appearance,0.13,Rural,2018
DISCRIM5_2,Rural,Your Sexual Orientation,0.05,Rural,2018
DISCRIM5_2,Rural,Your Education or Income Level,0.15,Rural,2018
DISCRIM5_2,Rural,A physical disability,0.06,Rural,2018
DISCRIM5_2,Rural,Your health insurance status,0.28,Rural,2018
DISCRIM5_2,Rural,Don't know,0.26,Rural,2018
DISCRIM5_2,Rural,Refused,0,Rural,2018
DISCRIM5_1,Rural,Once every week or more,0.01,Rural,2018
DISCRIM5_1,Rural,A few times every month,0.02,Rural,2018
DISCRIM5_1,Rural,A few times every year,0.22,Rural,2018
DISCRIM5_1,Rural,A few times in the past 3 years,0.29,Rural,2018
DISCRIM5_1,Rural,Once,0.32,Rural,2018
DISCRIM5_1,Rural,Never in the past 3 years,0.11,Rural,2018
DISCRIM5_1,Rural,Don't know,0.03,Rural,2018
DISCRIM5_1,Rural,Refused,0,Rural,2018
DISCRIM5_3,Rural,At a doctor's office or when visiting the doctor,0.42,Rural,2018
DISCRIM5_3,Rural,At a hospital or emergency room,0.54,Rural,2018
DISCRIM5_3,Rural,At a community health center,0.09,Rural,2018
DISCRIM5_3,Rural,At an urgent care center,0.13,Rural,2018
DISCRIM5_3,Rural,At a pharmacy,0.04,Rural,2018
DISCRIM5_3,Rural,At a dentist,0.13,Rural,2018
DISCRIM5_3,Rural,Within a nursing home or other facility,0.02,Rural,2018
DISCRIM5_3,Rural,When seeking health insurance coverage (in person or online),0.01,Rural,2018
DISCRIM5_3,Rural,Someplace else Other,0.06,Rural,2018
DISCRIM5_3,Rural,Don't know,0,Rural,2018
DISCRIM5_3,Rural,Refused,0,Rural,2018
Q77,Rural,Yes,0.97,Rural,2018
Q77,Rural,No,0.03,Rural,2018
Q77,Rural,Refused,0,Rural,2018
Q78,Rural,Spanish,0.27,Rural,2018
Q78,Rural,"Chinese (Cantonese, Mandarin)",0.43,Rural,2018
Q78,Rural,French,0.03,Rural,2018
Q78,Rural,German,0.03,Rural,2018
Q78,Rural,Tagalog,0,Rural,2018
Q78,Rural,Vietnamese,0.02,Rural,2018
Q78,Rural,Italian,0,Rural,2018
Q78,Rural,Korean,0,Rural,2018
Q78,Rural,Russian,0,Rural,2018
Q78,Rural,Polish,0,Rural,2018
Q78,Rural,Arabic,0,Rural,2018
Q78,Rural,Portuguese,0.02,Rural,2018
Q78,Rural,Japanese,0,Rural,2018
Q78,Rural,Haitian Creole (Creole/Kreyol),0,Rural,2018
Q78,Rural,Hindi,0,Rural,2018
Q78,Rural,Urdu,0,Rural,2018
Q78,Rural,Other,0.21,Rural,2018
Q78,Rural,Refused,0,Rural,2018
Q79,Rural,Yes,0.93,Rural,2018
Q79,Rural,No,0.07,Rural,2018
Q79,Rural,Refused,0,Rural,2018
Q80,Rural,Less than 5,0.11,Rural,2018
Q80,Rural,5 to 10,0.14,Rural,2018
Q80,Rural,11 to 20,0.25,Rural,2018
Q80,Rural,More than 20,0.46,Rural,2018
Q80,Rural,Refused,0.04,Rural,2018
MILITARY,Rural,Yes,0.14,Rural,2018
MILITARY,Rural,No,0.86,Rural,2018
MILITARY,Rural,Refused,0.01,Rural,2018
DISABILITY,Rural,Yes,0.17,Rural,2018
DISABILITY,Rural,No,0.82,Rural,2018
DISABILITY,Rural,Refused,0.01,Rural,2018
ENROLLED,Rural,Yes,0.26,Rural,2018
